Horas_Jogadas,Avaliacao_Usuarios,Jogadores_Online,Popularidade,Genero_Jogo,Preco_Jogo,Avaliacao_Critica,Vendas_Totais
45.27,9.48,41406,79.69,Ação,28.18,6.44,157356.0
79.17,3.88,45749,12.28,Ação,48.52,5.7,177022.0
62.2,4.01,42835,82.06,Estratégia,94.0,8.31,140291.0
12.19,8.56,35351,2.65,Estratégia,26.09,5.56,4397.0
16.47,6.83,4959,38.32,Estratégia,45.98,7.48,185756.0
44.25,7.39,38360,22.09,RPG,99.03,6.4,29337.0
40.28,6.72,15915,47.62,Ação,64.18,6.41,162032.0
74.59,9.52,10799,9.48,Ação,65.31,10.0,111222.0
58.48,2.86,8533,72.76,Ação,97.66,7.14,182150.0
39.41,9.9,14827,12.73,RPG,55.55,3.67,139019.0
17.9,8.48,7913,49.34,RPG,10.24,4.67,79926.0
23.45,6.3,33318,4.35,Estratégia,12.8,7.31,77930.0
57.96,6.96,6733,26.89,Ação,71.32,4.86,156675.0
42.91,6.84,18281,13.8,Ação,,6.03,165493.0
51.96,1.53,48560,81.04,Simulação,53.06,8.13,139090.0
17.89,2.96,47225,2.62,Simulação,59.62,6.7,746014.0
66.61,9.65,45225,30.25,Simulação,,7.99,105395.0
85.38,5.81,25418,26.23,RPG,17.55,8.75,62787.0
26.53,4.41,29002,55.02,Estratégia,78.4,7.97,117013.0
49.65,7.86,13047,6.22,Aventura,92.81,5.58,89398.0
97.55,5.72,37301,67.46,Ação,202.12,8.15,109008.0
33.98,1.12,11668,39.52,Simulação,44.24,8.12,196929.0
59.89,7.63,19247,38.41,Ação,76.94,6.87,88712.0
9.93,7.59,33568,20.06,Ação,32.36,5.62,168917.0
60.98,2.49,28341,41.43,Ação,58.8,6.99,120986.0
9.87,9.61,5854,31.19,Estratégia,69.39,7.16,174362.0
95.94,3.02,17416,21.55,Ação,89.13,5.24,122229.0
71.83,5.12,15283,15.34,Estratégia,41.09,8.22,166240.0
79.0,2.03,49540,60.78,Aventura,54.34,6.39,129998.0
70.69,6.43,48157,13.17,Aventura,26.62,6.91,142063.0
59.37,4.38,29033,15.28,RPG,37.69,7.49,33480.0
45.53,4.18,17628,48.5,Ação,18.55,7.24,130899.0
85.95,8.44,24304,20.0,Simulação,27.79,6.79,104803.0
95.7,1.09,46743,38.94,RPG,41.16,5.52,144685.0
50.39,8.18,47693,46.54,RPG,48.19,9.12,26941.0
93.19,6.14,31114,23.92,Aventura,73.61,8.97,23132.0
58.73,9.87,6513,29.54,Simulação,51.26,8.53,3299.0
54.28,6.3,39278,18.71,Ação,14.42,6.96,127537.0
45.98,1.5,5670,39.03,Ação,78.01,7.76,169339.0
21.71,1.46,7089,82.22,Aventura,57.95,5.38,50741.0
1.37,8.95,8017,31.09,Estratégia,94.54,6.91,15578.0
24.9,8.57,32421,54.69,Aventura,67.17,4.45,186082.0
51.45,4.11,40432,53.27,Simulação,,6.09,159556.0
38.6,6.56,32316,65.5,Estratégia,36.5,7.75,-2462.0
45.39,5.41,12616,59.45,Simulação,31.29,8.42,164062.0
98.05,9.7,5005,2.6,Ação,30.71,5.59,120863.0
35.67,9.55,27237,26.75,Estratégia,46.64,5.79,32457.0
45.75,9.85,34368,72.3,Simulação,25.43,7.52,163599.0
14.21,8.8,33839,45.45,Ação,85.97,4.31,93284.0
5.75,9.19,9141,10.1,Simulação,82.46,9.06,26946.0
77.74,2.96,10587,24.06,Estratégia,75.59,5.64,3157.0
57.48,8.48,4661,24.65,Ação,14.4,6.7,9020.0
76.29,7.38,27227,72.54,Simulação,16.48,7.91,15963.0
15.83,9.67,6636,46.58,RPG,67.28,6.63,31966.0
57.59,6.14,40592,51.04,Estratégia,77.4,6.4,159961.0
26.1,1.77,4684,31.45,Estratégia,12.41,7.62,20264.0
23.57,6.38,36453,6.54,Estratégia,36.15,6.18,55833.0
2.14,7.18,5564,7.75,Ação,22.27,7.35,152105.0
13.9,2.98,5654,35.78,Estratégia,30.82,6.9,186340.0
31.61,4.55,46951,16.05,Simulação,56.65,5.15,94579.0
12.57,6.39,22317,10.11,RPG,19.84,8.75,178328.0
98.57,4.37,10504,22.93,Simulação,30.69,6.39,145793.0
31.55,4.37,5715,61.89,Simulação,60.84,7.61,72345.0
13.9,2.2,6415,7.57,Estratégia,55.73,5.73,54660.0
20.7,9.47,22986,38.04,RPG,87.18,4.13,174324.0
59.16,7.75,21489,68.72,RPG,23.56,8.5,15627.0
7.34,1.01,3077,23.4,RPG,43.29,6.94,-1890.0
86.36,7.89,34552,26.15,RPG,93.18,7.19,33805.0
96.16,7.66,21192,73.44,Aventura,81.62,7.01,10864.0
25.42,1.09,33265,54.42,RPG,63.76,10.0,166055.0
45.55,4.33,43295,66.41,Estratégia,79.2,8.07,137465.0
3.19,6.46,12911,25.12,RPG,50.36,7.88,30498.0
64.41,5.07,30214,82.58,Simulação,91.95,6.09,162851.0
41.97,8.0,15964,13.08,Aventura,63.97,6.69,2422.0
27.73,4.83,16855,79.75,Simulação,72.6,6.95,46349.0
21.47,2.38,35824,74.89,Estratégia,68.68,7.84,152223.0
65.73,9.79,15377,46.45,Estratégia,70.55,6.53,192135.0
42.19,3.18,45363,49.17,RPG,67.69,6.44,151340.0
18.78,7.46,46966,64.57,Estratégia,16.65,8.12,161049.0
69.2,2.29,3111,26.55,Aventura,64.34,9.27,58709.0
56.93,3.96,2322,44.47,Simulação,80.5,3.78,195431.0
85.98,4.98,48484,74.91,Estratégia,10.05,8.2,90127.0
12.63,2.73,16989,7.18,Estratégia,90.24,6.56,171119.0
78.76,5.05,38187,75.17,Aventura,95.69,7.83,119398.0
67.66,2.41,4701,60.82,Ação,21.54,6.73,195386.0
12.38,6.03,47438,64.15,Ação,58.15,6.4,51709.0
69.77,6.97,29211,6.9,Aventura,19.96,7.08,-3750.0
44.7,1.56,40332,16.89,Estratégia,35.48,4.87,46492.0
94.53,8.84,47417,76.77,Aventura,65.93,5.44,192774.0
15.02,2.67,23549,11.71,Aventura,37.26,6.27,156429.0
64.62,3.03,23941,52.89,Ação,42.9,7.0,3910.0
38.8,6.95,15204,65.19,RPG,77.15,8.74,187994.0
95.7,5.22,30222,20.42,Estratégia,61.75,8.1,110579.0
33.66,5.49,22764,58.38,Simulação,56.62,6.63,52014.0
96.23,2.15,9798,6.96,Aventura,39.18,5.29,116087.0
90.22,8.25,2724,42.14,Ação,73.37,7.0,102506.0
27.76,6.55,44366,28.8,RPG,48.16,7.62,106936.0
80.53,2.22,48306,54.07,Estratégia,90.89,6.25,128492.0
99.53,4.37,12676,73.83,Aventura,64.14,6.55,75510.0
26.01,8.29,49417,11.83,Ação,58.45,8.67,134240.0
44.23,6.12,3814,38.2,Aventura,,7.19,16923.0
52.48,1.98,43543,36.0,Simulação,53.69,6.97,28130.0
30.19,4.35,3280,27.93,Estratégia,35.14,6.89,73790.0
2.51,3.18,49224,40.63,Estratégia,23.97,8.86,9747.0
22.79,5.66,36120,73.16,Estratégia,60.56,4.2,48830.0
28.9,8.59,4625,80.7,Estratégia,48.24,7.57,195452.0
44.9,4.93,7532,1.87,Ação,45.77,4.22,115119.0
17.93,4.9,16989,61.65,Simulação,41.45,6.25,132725.0
87.43,9.15,1926,51.58,Aventura,70.44,4.47,99460.0
70.77,6.19,20548,82.39,Ação,56.71,7.52,90639.0
9.43,6.1,38299,8.94,RPG,58.35,3.89,53746.0
65.34,3.36,13272,67.52,Estratégia,37.74,4.71,105231.0
65.69,6.47,19955,77.47,Estratégia,65.23,6.87,57638.0
95.64,6.18,36585,75.7,Aventura,46.32,6.98,155615.0
1.3,4.57,24358,47.16,Estratégia,79.25,9.25,177035.0
25.54,9.92,5580,28.24,Estratégia,57.66,9.39,13244.0
92.82,8.94,5464,53.6,Aventura,36.05,4.88,43150.0
93.25,7.75,1890,26.49,Simulação,23.3,6.08,-2688.0
72.32,5.84,23334,35.12,Ação,72.99,6.3,82600.0
76.79,5.16,20864,37.83,Simulação,43.4,8.4,124568.0
10.05,2.66,20975,26.16,Aventura,15.9,6.41,136198.0
51.86,3.75,47412,29.4,Estratégia,92.33,4.16,151229.0
23.92,7.97,2725,2.23,Estratégia,44.8,8.12,129802.0
18.94,5.08,24412,25.76,Simulação,77.13,6.18,-3581.0
81.2,8.94,9604,39.99,RPG,51.3,9.23,82967.0
14.36,2.33,19616,15.69,Ação,90.18,7.54,25844.0
47.38,5.58,45156,67.05,Estratégia,12.63,8.13,17116.0
93.89,6.82,19446,45.3,Aventura,33.35,7.96,163702.0
19.39,5.65,3615,66.1,Simulação,59.12,5.48,138389.0
97.79,9.0,43774,12.04,Ação,39.09,3.9,38339.0
99.4,9.91,24084,68.27,RPG,76.84,9.34,74625.0
55.99,2.04,16982,79.45,Estratégia,,7.94,42119.0
17.84,2.17,45868,30.26,Simulação,12.31,5.41,187803.0
32.28,2.17,1679,24.7,Estratégia,64.04,3.16,38773.0
43.01,7.13,12104,54.16,Simulação,85.22,9.04,58755.0
31.61,4.35,41500,53.28,RPG,38.41,7.26,152179.0
28.77,7.6,44213,10.77,Aventura,22.55,8.72,48774.0
97.22,4.65,4006,76.89,Aventura,76.44,7.6,56679.0
16.18,6.65,49172,40.54,Ação,91.03,6.01,93770.0
73.58,7.93,9988,63.71,Estratégia,69.12,6.05,19740.0
1.04,5.93,34498,30.82,Estratégia,86.14,6.83,51793.0
60.0,5.86,27271,22.88,Estratégia,99.87,6.85,178081.0
91.65,1.79,15175,10.68,Aventura,54.94,5.41,53967.0
29.5,4.7,48611,23.93,Ação,94.17,6.77,69949.0
19.36,5.91,22120,82.31,Aventura,41.0,8.14,77993.0
65.5,5.16,33960,55.07,Simulação,77.1,6.97,-5584.0
71.53,9.11,15091,66.83,Estratégia,91.12,7.86,170918.0
69.09,9.16,43958,79.47,Simulação,56.88,7.42,69268.0
32.6,8.4,44069,8.05,RPG,66.38,8.68,112372.0
25.96,4.38,21252,15.01,Simulação,,7.65,124612.0
95.61,7.46,27067,76.99,Simulação,32.61,5.58,36722.0
92.38,4.56,14692,47.48,Simulação,42.04,4.83,15741.0
46.26,3.09,14742,53.19,Aventura,79.5,9.65,129480.0
84.75,4.09,44071,36.36,Simulação,40.69,5.56,20406.0
45.77,1.64,39809,67.77,Estratégia,55.07,6.58,160802.0
43.0,3.99,40215,43.64,Ação,14.55,6.87,156240.0
16.51,5.15,42599,68.72,RPG,60.89,6.06,75957.0
43.2,9.6,5047,82.21,Estratégia,66.41,8.57,20960.0
54.19,3.82,6626,54.15,Ação,17.44,7.01,116459.0
3.23,9.12,21544,44.58,Estratégia,31.96,4.68,177470.0
44.95,3.06,44781,31.29,Simulação,48.99,7.4,159606.0
78.33,2.72,21497,17.45,RPG,80.31,6.71,140739.0
68.3,5.67,40604,54.96,Estratégia,11.96,7.73,107941.0
63.86,7.05,10035,6.73,RPG,39.82,9.77,71409.0
91.02,1.4,22606,79.29,Aventura,10.45,5.87,68146.0
2.78,2.99,21444,54.22,Aventura,56.91,5.09,34977.0
56.13,5.1,4249,79.54,Simulação,54.89,10.0,180544.0
78.92,3.98,41750,23.75,Simulação,77.98,5.28,186299.0
54.58,7.41,26476,78.5,Aventura,10.36,9.72,155760.0
33.06,5.6,6588,51.34,Estratégia,78.28,9.94,89507.0
14.48,2.44,8942,67.43,Ação,90.2,6.46,140867.0
88.84,9.05,19608,16.17,Ação,38.57,8.69,37055.0
47.59,3.64,43219,42.25,Aventura,40.04,5.42,51399.0
87.91,7.58,41749,47.84,Ação,10.11,7.77,48170.0
58.98,8.02,35284,33.54,Estratégia,48.62,8.37,140067.0
67.72,9.67,46508,22.2,Ação,,5.44,130810.0
80.6,5.49,3885,75.11,Ação,21.05,8.83,168477.0
66.24,6.54,37596,8.55,Aventura,69.14,8.34,53987.0
40.4,4.01,31497,14.14,RPG,42.92,9.5,-5424.0
51.83,7.1,13569,27.67,RPG,70.57,7.29,138189.0
80.48,5.17,5341,76.33,Estratégia,32.6,3.52,197164.0
37.98,4.94,34444,47.45,RPG,79.71,7.31,111351.0
39.41,8.7,23675,31.94,Simulação,59.4,6.77,122156.0
10.47,1.45,16428,34.34,Aventura,57.99,8.62,76896.0
91.52,8.94,17488,69.67,RPG,53.93,5.13,176085.0
10.01,8.67,11551,3.81,Ação,85.77,10.0,79439.0
65.15,5.56,4995,2.56,RPG,59.88,7.28,22251.0
41.89,5.41,13221,5.38,Aventura,24.37,9.17,36490.0
41.14,4.26,4710,39.74,Ação,66.32,4.5,192335.0
68.26,9.95,29790,48.84,Ação,56.27,6.66,65143.0
7.64,2.0,2497,52.35,Aventura,16.21,9.72,84700.0
59.76,6.31,30436,61.01,Estratégia,,5.78,38017.0
77.41,7.14,37162,17.05,Estratégia,17.15,5.04,38628.0
82.97,9.41,45468,22.94,Aventura,75.23,7.01,142613.0
17.88,8.02,8539,21.41,Aventura,68.93,8.44,121111.0
89.82,6.79,36555,13.75,Aventura,54.39,6.44,125187.0
65.94,2.05,23205,21.48,Ação,77.39,6.76,105453.0
88.28,4.36,6590,51.47,Ação,35.27,7.11,75747.0
49.03,2.25,29310,31.39,Aventura,50.18,6.52,192659.0
54.65,8.93,38572,63.99,Ação,11.39,7.81,37589.0
91.96,7.75,16213,45.2,Simulação,98.94,5.03,-5910.0
90.06,7.82,38661,18.86,Aventura,15.07,5.19,105835.0
45.35,6.87,46530,39.59,Ação,19.41,7.5,107319.0
28.16,5.56,4527,49.82,Estratégia,54.54,6.14,182200.0
39.91,2.35,20903,71.98,Aventura,43.83,8.52,189375.0
39.38,3.97,5779,69.34,Aventura,57.91,6.36,27978.0
29.39,2.23,5191,36.27,Aventura,85.14,7.72,45733.0
27.58,7.52,46793,54.23,RPG,24.28,7.8,173523.0
86.22,2.44,24319,25.82,Aventura,,6.31,64827.0
7.91,7.32,32503,53.04,Estratégia,11.63,6.89,9972.0
68.06,7.23,19299,75.76,Ação,81.1,7.08,65694.0
18.1,5.13,11651,52.35,Aventura,83.4,5.5,99117.0
35.1,2.22,24721,26.31,Simulação,,8.52,44160.0
7.09,3.83,47647,53.93,Ação,25.61,6.3,110829.0
27.72,3.88,2152,74.94,Estratégia,82.99,5.64,197380.0
77.05,7.3,15303,12.77,RPG,91.82,7.17,69458.0
88.59,2.02,29436,40.81,Estratégia,16.79,8.89,9410.0
22.92,8.46,37907,27.71,RPG,,6.83,933.0
46.88,7.85,21522,21.25,Ação,94.43,6.73,188367.0
47.55,2.68,2512,33.81,RPG,67.93,7.21,25211.0
87.46,7.47,29548,33.63,Ação,83.82,6.62,100508.0
76.49,7.02,14984,18.73,Estratégia,30.69,5.75,144015.0
51.78,7.73,4917,34.41,Estratégia,19.22,7.15,144666.0
67.38,2.7,15736,53.1,RPG,,6.59,159573.0
84.86,2.42,23711,3.73,Simulação,45.56,4.95,24691.0
1.94,3.13,20638,81.97,Estratégia,80.75,6.61,101876.0
40.87,4.29,33686,25.67,RPG,46.57,6.53,73627.0
90.79,8.14,11959,52.28,Aventura,31.3,6.68,42544.0
74.27,7.64,37708,24.66,Ação,89.76,5.2,79108.0
54.73,9.33,34843,33.6,Aventura,80.43,7.86,195650.0
53.42,1.53,35962,46.24,Aventura,70.05,8.63,118506.0
35.42,1.1,41977,51.32,Aventura,28.65,6.87,28876.0
52.52,7.29,32830,64.2,RPG,28.44,6.53,39580.0
65.86,3.51,41153,65.92,Estratégia,54.22,7.36,63474.0
42.41,4.01,29131,43.76,Aventura,57.78,7.34,969.0
71.68,5.92,38941,7.79,RPG,33.05,6.02,40674.0
86.24,1.92,9300,46.93,Estratégia,21.11,7.9,89126.0
16.31,6.78,7482,40.42,Ação,42.69,5.99,169221.0
45.69,3.93,28546,19.13,Estratégia,48.62,5.26,96510.0
41.38,6.69,46428,2.47,Estratégia,,6.64,106765.0
69.04,8.51,3859,27.3,Aventura,60.82,7.25,-1185.0
25.73,2.54,5351,22.71,RPG,10.19,6.62,103948.0
64.37,9.38,2430,40.85,Simulação,23.61,7.99,170864.0
87.85,5.78,40493,63.48,Ação,23.23,6.85,144295.0
42.38,9.31,47780,37.29,RPG,71.88,8.82,198223.0
91.16,2.87,24165,78.91,Aventura,53.73,8.27,187732.0
99.29,6.44,28679,19.61,RPG,85.24,4.64,87097.0
11.5,4.63,31906,19.58,Simulação,33.84,6.29,49581.0
24.07,7.97,16720,50.72,Ação,28.96,5.76,129864.0
95.06,6.45,15811,74.42,Estratégia,82.25,7.75,185818.0
95.85,5.45,14274,56.19,Ação,49.98,8.02,-59.0
10.67,9.22,12830,56.34,Simulação,34.69,7.94,41955.0
2.48,4.39,45433,67.11,Ação,47.65,4.99,28968.0
16.94,2.98,8858,55.94,Ação,48.28,6.58,167626.0
99.58,6.47,12225,63.3,Aventura,61.49,8.42,108540.0
18.81,6.62,40415,71.97,Estratégia,13.4,7.5,33569.0
50.74,4.95,36691,2.28,Simulação,32.32,3.41,80303.0
84.97,5.38,9168,73.55,Aventura,52.02,9.65,138811.0
3.02,9.64,13639,19.12,Ação,58.81,7.01,132723.0
60.83,7.59,47536,75.7,Ação,24.29,7.54,129008.0
28.42,2.0,1880,23.25,RPG,27.43,6.96,5477.0
86.35,2.91,11706,38.61,Aventura,75.48,6.18,4710.0
29.05,9.78,9504,77.47,Simulação,80.69,4.37,109445.0
68.97,7.54,16268,10.55,Simulação,16.77,6.28,140184.0
67.73,9.24,49070,62.16,Simulação,99.1,7.65,36817.0
22.92,3.73,35091,33.51,Simulação,48.98,6.67,116569.0
4.44,7.68,45358,3.6,Ação,62.72,7.5,171774.0
41.5,7.43,21761,77.9,Ação,,6.2,29220.0
29.62,3.65,16048,11.21,Aventura,41.15,6.58,101455.0
81.06,5.96,26272,64.5,Estratégia,59.03,7.6,74278.0
80.21,6.65,11808,32.84,Simulação,62.5,6.69,13022.0
46.23,5.33,42232,67.46,Ação,78.46,6.35,93969.0
61.03,8.44,38990,62.56,Aventura,69.56,7.83,155731.0
60.8,8.5,36894,53.06,Simulação,50.2,6.83,199790.0
82.86,8.66,30514,77.9,Estratégia,27.23,5.71,90692.0
43.06,8.23,41956,9.67,Simulação,12.27,6.75,183303.0
28.26,5.39,6101,66.48,RPG,68.66,6.38,72526.0
27.23,4.43,31313,56.11,Simulação,52.99,5.57,63243.0
54.07,8.48,9554,27.2,RPG,96.89,9.85,157568.0
45.45,5.41,12629,45.97,Estratégia,18.86,5.97,180087.0
44.56,3.22,26311,53.98,RPG,16.54,7.34,189530.0
10.02,5.57,46758,61.43,Estratégia,26.32,6.59,26622.0
72.12,2.28,2352,16.83,Aventura,43.92,8.72,130900.0
22.15,7.22,13278,9.93,RPG,25.77,8.83,16615.0
20.49,4.02,12741,9.93,Simulação,51.75,7.68,134404.0
41.85,3.35,22304,25.5,Simulação,40.58,8.1,161026.0
23.54,9.61,39500,14.16,Aventura,99.94,4.58,135037.0
58.78,7.99,13386,45.13,Ação,96.99,8.74,18021.0
37.76,8.08,34096,37.13,Estratégia,42.84,7.97,186762.0
45.43,6.61,3122,74.16,Ação,81.28,5.97,111630.0
54.16,8.55,1995,59.89,Ação,31.75,6.08,93772.0
21.14,7.83,22761,18.35,Aventura,15.21,6.73,177941.0
16.41,6.39,19152,5.35,Aventura,13.65,10.0,191566.0
88.14,9.65,46390,59.22,RPG,12.64,6.56,112614.0
43.93,2.72,26758,70.32,RPG,,5.93,111067.0
41.78,9.49,49548,58.56,RPG,40.8,5.94,104518.0
4.52,4.61,36551,53.92,RPG,84.14,4.17,58827.0
50.28,5.76,40789,21.88,RPG,88.64,8.04,77530.0
55.85,2.1,36675,41.8,Simulação,37.5,8.09,113046.0
56.31,5.86,9292,60.51,Aventura,36.03,2.7,4645.0
70.97,6.5,49030,17.34,Estratégia,37.72,9.11,29076.0
18.57,9.98,17629,40.34,Estratégia,52.79,6.69,82522.0
25.96,9.78,8940,11.14,Estratégia,11.44,6.03,120282.0
81.24,9.7,39264,44.73,Estratégia,10.99,4.66,145225.0
94.74,4.14,3711,48.21,Estratégia,76.19,5.06,48457.0
14.45,9.92,28631,45.11,Simulação,82.73,7.55,86973.0
50.25,5.1,46424,39.76,Aventura,28.38,8.31,174734.0
22.2,8.67,45188,49.34,RPG,63.45,5.4,-3995.0
6.95,2.95,25087,82.58,RPG,29.45,4.24,123782.0
33.22,5.55,47539,52.19,RPG,76.07,6.59,32519.0
15.22,9.69,41565,62.75,Aventura,47.85,5.45,111232.0
71.26,9.52,31834,17.24,Aventura,84.04,7.07,150883.0
53.82,7.15,24474,44.68,Simulação,95.36,8.32,-2523.0
15.24,8.18,49852,2.25,Simulação,59.99,5.47,159137.0
1.91,2.59,21764,4.19,RPG,91.05,7.6,94984.0
80.98,7.49,10509,27.83,Aventura,13.05,8.64,25765.0
18.44,6.56,10580,39.53,RPG,51.64,7.2,112711.0
61.0,1.82,7713,48.38,Simulação,55.31,7.65,55172.0
34.35,2.02,16981,73.75,RPG,47.42,5.86,20502.0
58.95,1.98,16051,64.31,Simulação,38.34,8.86,57782.0
32.24,7.52,25999,26.0,Ação,75.06,7.66,19885.0
9.6,2.28,41832,62.01,Estratégia,59.74,5.49,52085.0
23.07,5.21,16835,46.25,Ação,17.43,9.57,12029.0
19.61,4.21,21187,64.91,RPG,95.56,3.68,198330.0
43.36,5.95,22748,35.02,RPG,89.87,8.57,173288.0
66.15,7.36,22859,9.1,Aventura,41.82,5.2,174179.0
27.11,7.16,10605,51.86,Estratégia,32.16,7.03,51573.0
2.19,5.64,12443,46.87,Simulação,66.56,8.72,146838.0
52.36,5.18,5572,79.07,RPG,13.91,4.97,130716.0
60.95,4.58,33318,14.8,Simulação,54.64,7.5,95596.0
96.3,8.76,19469,54.92,Simulação,70.53,4.07,88078.0
59.34,3.98,13847,40.13,Simulação,46.6,6.54,3266.0
47.63,3.33,45640,32.41,Ação,97.5,9.06,163552.0
57.75,7.69,43312,66.16,Simulação,74.69,6.65,137177.0
92.83,4.24,27945,67.46,Aventura,94.06,8.31,112263.0
82.98,8.62,5835,59.67,Ação,91.7,8.15,176740.0
32.97,3.95,40571,8.43,Ação,21.86,5.08,102855.0
24.48,7.32,4342,29.66,RPG,70.17,4.79,145200.0
26.99,1.41,44534,5.44,Estratégia,63.7,7.91,50256.0
50.92,4.47,13314,29.55,Estratégia,14.94,7.58,188143.0
74.64,4.09,37614,54.25,RPG,38.61,5.58,9556.0
50.8,8.35,1641,43.76,Estratégia,58.11,6.49,132531.0
7.71,9.7,45190,58.72,Simulação,59.33,7.29,147005.0
72.61,5.15,16213,46.42,Aventura,83.26,5.97,13216.0
80.77,8.42,14498,46.77,Simulação,,8.32,137560.0
29.65,7.3,29847,43.13,Estratégia,51.99,6.95,1599.0
66.73,9.71,41921,31.22,Estratégia,77.67,6.67,88367.0
43.22,8.3,31091,37.9,Aventura,61.38,6.38,81363.0
89.0,1.7,42147,10.77,Ação,89.53,7.65,142395.0
84.65,7.42,39170,69.4,Ação,91.48,6.8,11642.0
53.0,5.82,30674,73.84,Aventura,64.39,4.21,69650.0
69.44,1.15,16947,63.86,Ação,60.79,9.6,70790.0
88.43,3.26,18704,49.03,Estratégia,73.11,3.76,151993.0
50.06,9.3,9721,47.86,Ação,75.29,9.0,123196.0
32.0,9.33,37029,39.83,Estratégia,75.44,5.68,53842.0
75.59,8.19,37253,20.43,RPG,,6.13,11974.0
22.78,9.84,20405,32.8,Simulação,,9.69,95340.0
39.45,8.26,27811,82.02,Ação,22.98,3.47,189897.0
86.68,1.09,43529,13.48,RPG,,6.8,91.0
72.7,3.59,26152,45.71,Ação,37.94,8.89,10468.0
40.97,1.28,11228,72.0,RPG,89.7,6.06,16812.0
22.25,1.85,47942,38.42,Aventura,21.87,7.49,169490.0
36.23,2.97,38174,50.82,RPG,,8.63,155691.0
29.12,5.53,43174,68.86,Estratégia,11.42,6.78,70250.0
18.43,8.63,39707,46.1,Aventura,28.92,8.97,77629.0
74.57,8.76,35204,61.04,Aventura,20.25,6.91,100432.0
25.95,6.55,9731,29.84,Estratégia,,6.13,195425.0
45.95,9.35,24940,61.16,Ação,50.36,7.63,135116.0
39.19,5.5,38723,4.97,Aventura,64.54,8.63,11511.0
98.2,9.0,10768,14.06,Ação,27.35,5.88,157003.0
39.71,5.09,9386,53.39,Simulação,77.84,6.57,70084.0
8.92,3.5,26764,38.1,RPG,64.94,5.26,145102.0
9.89,9.25,29726,68.9,RPG,29.91,6.39,164338.0
59.47,4.49,26052,29.41,Estratégia,45.91,6.18,175395.0
60.32,5.53,21655,63.94,Estratégia,74.63,7.33,15953.0
42.44,3.96,14509,12.94,RPG,71.23,4.31,85759.0
43.74,6.97,8380,77.17,Simulação,60.61,6.65,132536.0
6.34,9.96,43775,35.62,Estratégia,98.1,8.07,116785.0
52.12,1.23,46757,20.39,Simulação,21.87,7.63,180854.0
50.95,9.1,36207,65.72,Estratégia,53.95,8.16,-312.0
15.8,1.04,12573,78.61,Aventura,66.16,7.98,175041.0
11.28,4.28,38322,76.19,Ação,99.45,8.06,76507.0
13.23,2.52,49855,20.96,RPG,58.83,5.45,126195.0
11.0,7.82,31192,56.21,Ação,49.81,5.83,69662.0
61.34,1.46,24582,46.04,RPG,93.0,8.18,129093.0
20.45,5.98,37524,60.52,Estratégia,55.57,3.95,34532.0
25.88,3.65,7267,41.18,Ação,94.52,4.32,88129.0
18.18,2.2,45491,39.78,Simulação,77.53,6.5,26433.0
95.8,7.95,7743,73.32,Estratégia,25.12,6.86,165098.0
85.58,2.96,2839,72.39,Aventura,25.08,6.09,188402.0
23.81,3.01,18411,65.59,Ação,38.62,4.23,151470.0
33.42,3.48,18044,58.88,Ação,16.1,8.61,35031.0
21.77,6.28,18063,56.72,Aventura,58.83,5.99,15989.0
49.68,6.94,29988,6.2,RPG,87.37,4.83,3552.0
2.94,1.16,21207,62.5,Estratégia,46.0,3.01,21596.0
67.45,3.18,36145,53.45,Aventura,68.35,8.19,187887.0
52.78,4.88,7861,26.2,Simulação,98.32,6.82,109231.0
89.94,3.99,46509,68.23,Estratégia,27.44,5.66,3423.0
17.27,8.96,35358,69.23,Aventura,42.23,8.17,8806.0
80.58,8.09,21967,77.33,Aventura,12.26,7.79,111829.0
79.38,6.63,13856,35.61,Ação,30.88,7.17,113823.0
13.59,4.04,34015,46.4,Ação,80.14,6.93,189152.0
40.45,7.31,32656,75.2,Ação,69.09,6.33,36879.0
17.84,8.59,42850,27.36,Estratégia,80.54,7.72,78802.0
26.21,6.35,44173,66.33,RPG,48.28,4.29,124289.0
27.05,8.06,24056,82.19,Estratégia,76.2,6.4,28778.0
56.05,7.74,9194,54.58,Ação,63.96,4.78,173565.0
41.72,6.15,3186,81.52,Ação,39.56,7.36,15722.0
94.8,3.81,46208,43.52,Estratégia,47.12,8.22,145306.0
13.51,7.71,37021,14.07,Aventura,58.72,7.02,100282.0
97.37,2.86,17283,15.9,Aventura,96.07,6.61,120010.0
23.83,8.02,6865,61.03,Ação,93.81,4.74,110955.0
77.49,8.24,10704,1.71,Ação,98.77,7.44,53939.0
34.55,8.4,37541,55.39,RPG,11.49,8.18,9251.0
15.16,5.26,14538,13.92,Aventura,74.54,6.78,133250.0
85.91,2.73,43090,81.57,RPG,90.51,6.08,-2826.0
31.57,1.9,17079,14.89,Ação,76.53,5.6,154659.0
66.21,7.69,26275,46.5,Ação,47.48,8.67,66251.0
57.06,8.98,32054,56.0,RPG,75.23,9.67,17149.0
47.69,6.86,3421,68.18,RPG,49.97,6.86,164537.0
50.07,2.3,14520,38.93,Ação,74.27,6.85,49460.0
73.47,9.41,8398,77.46,Simulação,80.23,7.26,24705.0
9.69,9.9,20014,40.64,Ação,85.88,8.21,176830.0
67.13,4.9,41079,22.11,Aventura,75.52,8.2,148886.0
89.66,6.35,12983,49.79,Ação,24.41,8.92,85516.0
